1203,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON
1301,CEBADA CORRIENTE/ESTAQUILLA
1302,CEBADA MORON NACIONAL (PART/ENT)
1305,CEBADA TOSTADA(CORRIENTE/ESTAQUILLA)
1306,CEBADA MORON NACIONAL (PARTIDO/TOSTADO)
1401,CEBOLLA CABEZA BLANCA NACIONAL
1402,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL
1403,CEBOLLA CHINA (CRIOLLA/SERRANA)
1501,COL BLANCA
1502,COL CORAZON/NENE/(CRIOLLA/SERRANA)
1503,COL CRESPA
1601,COLIFLOR (CRIOLLA/SERRANA)
1701,CULANTRO (CRIOLLO/SERRANO)
1801,CHOCLO SERRANO SEMILLA CORRIENTE
1802,CHOCLO PARDO
1803,CHOCLO CRIOLLO O CHANCAYANO
1804,CHOCLO SERRANO TIPO CUZCO
1902,CHU¿O IMPORTADO (HARINA)
2001,ESPARRAGO/VERDE/BLANCO
2101,ESPINACA (CRIOLLA/SERRANA)
2201,FREJOL VERDE CANARIO
2202,FREJOL VERDE CASTILLA
2204,FREJOL SECO BAYO
2205,FREJOL SECO BLANCO
2206,FREJOL SECO CABALLERO/BURRO
2207,FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR)
2209,FREJOL SECO CARAOTA
2210,FREJOL SECO CASTILLA NACIONAL(BLA/NEGR)
2211,FREJOL SECO CHINO LOC TAU
2212,FREJOL SECO GUINDA
2213,FREJOL SECO NEGRO
2214,FREJOL SECO PANAMITO
2301,GARBANZO SECO CRIOLLO NACIONAL
2303,GARBANZON SECO NACIONAL
2401,HABA SECA ENTER.BLANC.NAC.(CRI/SER)
2403,HABA SECA PARTIDA (CRIOLLA/SERRANA)
2404,HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR
2405,HABA VERDE SERRANA
2407,HABA SECA IMPORTADA
2501,HIERBA BUENA (CRIOLLA/SERRANA)
2601,JOLANTAU/ORGANICA
2602,COL CHINA/LONGAPA
2603,PACCHOY
2615,KION (COSTA/SELVA)
2617,FREJOLITO CHINO
2618,BROCOLI
2620,PEREJIL CRESPO/CHINO/AMERICANO
2622,CALABAZA CHINA
2701,HUACATAY (CRIOLLO/SERRANO)
2801,LECHUGA AMERICANA (CRIOLLA/SERRANA)
2802,LECHUGA CRIOLLA SEDA
2803,LECHUGA SERRANA SEDA
2804,ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA
2902,LENTEJA SECA IMPORTADA
2903,LENTEJA SECA NACIONAL
2904,LENTEJON SECA NACIONAL
2905,LENTEJON SECA IMPORTADO
2906,LENTEJA-VERDE/CORRIENTE
2907,LENTEJA-VERDE BOCONA/SARANDAJA
2908,LENTEJA-SECA BOCONA/SARANDAJA IMP.
2909,LENTEJA SECA BABY
3001,LIMON CITRICO CAJON
3002,LIMON CITRICO BOLSA
3105,MAIZ BLANCO S/CASC. MOTE/MONT/CUZCO
3107,MAIZ CANCHA/BLANCO
3109,MAIZ JORA PARTIDO
3110,MAIZ MONTAÑA
3111,MAIZ MORADO FRESC/MOJAD/SARASO/SECO
3113,MAIZ POR CORN IMPORTADO
3114,MAIZ COLOR
3115,MAIZ CHULLPE/PACCHO
3116,MAIZ (HARINA)APANAR Y TAMAL
3117,MARLO/CORONTA DE MAIZ MORADO
3202,MANI PELADO (CRIOLLO/SERRANO)
3301,NABO (CRIOLLO/SERRANO)
3401,OREGANO (CRIOLLO/SERRANO)
3501,OLLUCO LARGO (SIN LAVAR/LAVADO)
3502,OLLUCO REDONDO (SIN LAVAR/LAVADO)
3601,OCA/AMARILLO/ROJO
3701,PALLAR SECO NACIONAL
3702,PALLAR VERDE SERRUCHO/CACHITO
3801,PAPA AMARILLA/TUBAY/TORNILLO/OTR
3802,PAPA BLANCA/VALLE/OTROS
3803,PAPA COLOR/VALLE/OTROS
3804,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U
3806,PAPA HUAMANTANGA
3807,PAPA NEGRA ANDINA
3809,PAPA PERUANITA (INJERTO)
3810,PAPA PERRICHOLI
3811,PAPA YUNGAY
3813,PAPA UNICA
3902,PAPA SECA MOLI.BLAN/HUAY/AMARI
4001,PEPINILLO
4101,PEREJIL NACIONAL(CRIOLLO/SERRANO)
4201,PIMIENTO MORRON/INJERTO/RANGER
4301,PORO (CRIOLLO/SERRANO)
4401,QUINUA PERLADA CHICA/GRANDE(LAV/PRO)
4403,QUINUA HARINA
4501,RABANITO (CRIOLLO/SERRANO)
4701,SOYA ENTERA
4702,SOYA MOLIDA (HARINA)
4703,SOYA IMPORTADA
4801,TOMATE REDOND/CHEFF
4802,TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN)
4805,TOMATE ORGANICO
4901,TRIGO MOTE S/CASCARA/HUARAZ/OTROS
4902,TRIGO MOTE C/CASCARA
4903,TRIGO RESBALADO (CORRIENTE/ESTAQUILLA)
4904,TRIGO PARTIDO/HARINA
5001,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD
5201,YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL)
5202,YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV)
5301,ZANAHORIA (CRIOLLA-SERRANA)
5401,ZAPALLO ITALIANO
5402,ZAPALLO LOCHE
5403,ZAPALLO MACRE(COSTA/SIERRA/SELVA)
5404,ZAPALLO AVINCA
5523,HIERBA LUISA
5524,MANZANILLA
5525,BERROS
7208,MANGO KENT(COSTA)
7215,MANGO EDWARD PLANTA
7301,MANZANA DELICIA(COSTA)
7305,MAZANA CORRIENTE PARA AGUA
7401,MARACUYA COSTA
