AÑO,CODIGO,PRODUCTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROMEDIO
2007,2618,BROCOLI,1.21,1.44,1.33,1.43,1.26,0.99,0.83,1.25,1.34,1.39,1.28,1.46,1.27
2007,2620,PEREJIL CRESPO/CHINO/AMERICANO,2.15,1.96,2.02,,,4.36,,,,1.82,,,2.46
2007,2622,CALABAZA CHINA,,0.93,,,,,0.96,0.9,,,,,0.93
2007,2701,HUACATAY (CRIOLLO/SERRANO),1.38,1.45,1.56,1.47,1.66,1.57,1.78,1.71,1.34,1.28,1.31,1.47,1.5
2007,2801,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.28,1.34,1.36,1.14,1.13,1.11,1.05,1.06,1.09,1.06,1.11,1.04,1.15
2007,2802,LECHUGA CRIOLLA SEDA,1.86,,,,,1.62,1.23,1.58,1.64,1.79,1.63,1.64,1.62
2007,2803,LECHUGA SERRANA SEDA,1.94,1.72,1.9,1.96,1.84,1.86,1.54,,,,,,1.82
2007,2804,ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA,0.71,0.77,0.89,0.88,0.95,1.1,0.61,0.79,0.79,0.9,0.71,0.6,0.81
2007,2902,LENTEJA SECA IMPORTADA,2.7,,,,,,,,,,,,2.7
2007,2903,LENTEJA SECA NACIONAL,,,,,,2.9,,,,,,,2.9
2007,2906,LENTEJA-VERDE/CORRIENTE,0.87,,,,,0.92,0.89,0.72,0.87,0.77,0.94,0.95,0.87
2007,2907,LENTEJA-VERDE BOCONA/SARANDAJA,0.83,0.75,,,0.93,1.03,0.91,0.85,0.81,0.77,1,0.93,0.88
2007,2909,LENTEJA SECA BABY,,,,,,2.9,,,,,,,2.9
2007,3001,LIMON CITRICO CAJON,0.77,0.82,0.91,0.89,0.8,0.92,0.97,0.91,1.08,1.34,1.36,1.01,0.98
2007,3002,LIMON CITRICO BOLSA,0.59,0.65,0.74,0.74,0.69,0.82,0.98,0.95,1.08,1.22,1.26,0.94,0.89
2007,3107,MAIZ CANCHA/BLANCO,,,,,,2.5,,,,,,,2.5
2007,3108,MAIZ JORA ENTERO,2,,,,,,,,,,,,2
2007,3109,MAIZ JORA PARTIDO,1.93,,,,,,,,,,,,1.93
2007,3110,MAIZ MONTAÑA,,1.18,,,,,,,,,,,1.18
2007,3111,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.02,1.36,1.19,1.32,1.51,1.54,1.87,2.28,2.37,2.13,1.5,1.18,1.61
2007,3113,MAIZ POR CORN IMPORTADO,2.57,,,,,,,,,,,,2.57
2007,3117,MARLO/CORONTA DE MAIZ MORADO,3.86,4.25,4.39,4.17,4.12,4.53,6,6.12,5.75,5.78,6.3,6.03,5.11
2007,3301,NABO (CRIOLLO/SERRANO),0.81,1.19,0.81,0.74,0.88,0.82,0.81,0.75,0.71,0.77,0.82,0.91,0.84
2007,3501,OLLUCO LARGO (SIN LAVAR/LAVADO),0.72,0.68,0.65,0.68,0.69,0.71,0.73,0.84,0.89,1.14,1.31,1.59,0.89
2007,3502,OLLUCO REDONDO (SIN LAVAR/LAVADO),0.65,0.56,0.52,0.58,0.61,0.63,0.67,0.74,0.82,1.01,1.25,1.49,0.79
2007,3601,OCA/AMARILLO/ROJO,,,,,0.52,0.54,0.51,,,,,,0.52
2007,3701,PALLAR SECO NACIONAL,1.69,1.73,2.13,,,4.47,,,,,,,2.51
2007,3702,PALLAR VERDE SERRUCHO/CACHITO,1.24,1.5,1.85,1.66,1.4,1.54,1.44,1.61,1.57,1.59,1.5,1.65,1.55
2007,3801,PAPA AMARILLA/TUBAY/TORNILLO/OTR,0.68,0.8,0.97,0.93,0.99,0.97,1.06,0.96,0.94,0.83,1.03,1.21,0.95
2007,3802,PAPA BLANCA/VALLE/OTROS,0.53,0.57,0.63,0.63,0.66,0.64,0.69,0.59,0.49,0.42,0.43,0.47,0.56
2007,3803,PAPA COLOR/VALLE/OTROS,0.52,0.56,0.61,0.62,0.67,0.67,0.72,0.54,0.4,0.34,0.37,0.42,0.54
2007,3804,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,0.73,0.73,0.81,0.82,0.85,0.78,0.84,0.79,0.78,0.79,1.03,1.12,0.84
2007,3806,PAPA HUAMANTANGA,,,,,0.85,0.83,0.83,0.89,0.88,0.86,0.97,1.07,0.9
2007,3807,PAPA NEGRA ANDINA,,,,,0.67,0.65,0.71,0.7,0.79,0.68,0.63,0.63,0.68
2007,3809,PAPA PERUANITA (INJERTO),,,,,0.85,0.85,0.89,0.81,0.82,0.84,1.02,1.18,0.91
2007,3810,PAPA PERRICHOLI,,,,,0.68,0.64,0.68,0.51,0.36,0.28,0.32,0.39,0.48
2007,3811,PAPA YUNGAY,,,,,0.62,0.64,0.68,0.65,0.61,0.53,0.53,0.55,0.6
2007,3813,PAPA UNICA,,,,,0.67,0.68,0.67,0.48,0.37,0.31,0.36,0.42,0.5
2007,3814,PAPA LENGUA,,,,,0.48,0.53,,,,,,,0.51
2007,3815,PAPA LIBERTEÑA,,,,,0.56,,,,,,,,0.56
2007,3816,PAPA NEGRA VIUDA,,,,,0.62,0.6,,,,,,,0.61
2007,3817,PAPA CANCHAN,,,,,0.66,0.66,0.7,0.56,0.41,0.37,0.38,0.43,0.52
2007,3818,PAPA AMARILIS,,,,,0.6,,,0.48,0.54,,,,0.54
2007,3902,PAPA SECA MOLI.BLAN/HUAY/AMARI,2,,,,,2.6,,,,,,,2.3
2007,4001,PEPINILLO,0.61,0.59,0.59,0.46,0.57,0.62,0.73,0.59,0.71,0.79,0.77,0.57,0.63
2007,4101,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.23,1.32,1.3,1.54,1.63,1.34,1.37,1.25,1.17,1.43,1.2,1.09,1.32
2007,4201,PIMIENTO MORRON/INJERTO/RANGER,1.36,0.89,0.69,1.06,1.04,0.86,0.63,0.69,0.81,1.27,1.11,1.19,0.97
2007,4301,PORO (CRIOLLO/SERRANO),0.81,0.69,0.73,0.75,0.87,0.75,0.68,0.76,0.66,0.66,0.56,0.54,0.71
2007,4401,QUINUA PERLADA CHICA/GRANDE(LAV/PRO),2.93,,,,,3.1,,,,,,,3.02
2007,4501,RABANITO (CRIOLLO/SERRANO),1.74,2.13,1.85,1.84,1.72,1.22,1.31,1.84,1.41,1.22,1.36,1.45,1.59
2007,4802,TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN),1.22,0.83,0.86,0.77,0.77,1.72,1.01,1.29,1.5,1.47,1.2,1,1.14
2007,4805,TOMATE ORGANICO,,1.07,,,,,,,,,,,1.07
2007,4901,TRIGO MOTE S/CASCARA/HUARAZ/OTROS,1.77,,,,,1.7,,,,,,,1.74
2007,4902,TRIGO MOTE C/CASCARA,1.7,,,,,,,,,,,,1.7
2007,4903,TRIGO RESBALADO (CORRIENTE/ESTAQUILLA),,,,,,1.7,,,,,,,1.7
2007,5001,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,1.4,1.32,1.1,1.12,1.4,1.63,1.27,1.22,1.52,1.28,1.36,1.26,1.32
2007,5201,YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL),0.66,0.65,0.75,0.75,0.69,0.68,0.68,0.74,0.82,1.06,1.24,1.38,0.84
2007,5202,YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV),,,,,,,,,,,,1.19,1.19
2007,5301,ZANAHORIA (CRIOLLA-SERRANA),0.53,0.6,0.73,0.7,0.83,0.74,0.62,0.56,0.48,0.4,0.38,0.42,0.58
2007,5401,ZAPALLO ITALIANO,0.46,0.46,0.48,0.45,0.56,0.7,0.4,0.43,0.51,0.58,0.52,0.45,0.5
2007,5402,ZAPALLO LOCHE,1.13,1.23,1.22,,,,2.31,,,,,,1.47
2007,5403,ZAPALLO MACRE(COSTA/SIERRA/SELVA),0.68,1.09,1.03,0.7,0.54,0.55,0.54,0.66,0.63,0.66,0.58,0.46,0.68
2007,5404,ZAPALLO AVINCA,0.24,0.55,0.77,0.81,,,,,,,,,0.59
2007,7204,MANGO HADEN/HAYDE,0.86,0.9,,,,,,,,,,,0.88
2007,7215,MANGO EDWARD PLANTA,1.29,1.3,,,,,,,,,1.56,0.73,1.22
2007,7222,MANGO HADEN HUACA,,,,,,,,,,,0.71,0.68,0.7
2007,7301,MANZANA DELICIA(COSTA),,,,,,1.1,,,,,,,1.1
2007,7305,MAZANA CORRIENTE PARA AGUA,0.7,0.69,0.89,0.9,1.04,1.08,1.45,1.28,0.99,0.94,1.05,0.91,0.99
2007,7401,MARACUYA COSTA,0.98,0.95,0.94,0.98,0.97,0.99,0.65,0.85,0.86,0.92,1.01,1.15,0.94
2007,7807,NARANAJA TANGELO SELVA,,,,,,,,1.33,,,,,1.33
2008,0101,ACELGA,0.98,1.37,1.62,1.91,1.76,1.79,1.93,1.41,1.54,1.21,1.44,1.4,1.53
2008,0201,AJI AMARILLO SECO,9.13,7.46,7.59,6.84,6.41,6.69,6.82,6.54,6.38,6.63,7.09,6.29,6.99
2008,0202,AJI ESCABECHE FRESCO/ZANAHOR/LISO,2.02,1.28,1.09,1.13,2.61,2.65,2.17,2.8,2.44,1.69,1.05,1.55,1.87
2008,0206,AJI MONTAÑA/CHANCHAMAYO(COSTA/SELVA),1.26,1.66,2.19,2.41,2.43,1.55,2.06,4.51,4.57,4.18,3.12,2.82,2.73
2008,0208,AJI SECO PANCA,16.04,17.97,21.4,21.98,10.4,14.91,12.44,11.16,10.22,10.53,10.52,9.87,13.95
2008,0209,AJI ROCOTO (COSTA/SIERRA/SELVA),0.89,1.32,1.19,1.95,1.76,1.46,0.99,0.91,1.22,2.19,2.52,1.78,1.52
2008,0210,AJI LIMO (COSTA/SELVA),,,,1.8,,1.96,1.9,,,,,,1.89
2008,0211,PAPRIKA,6.59,7.2,6.83,5.71,6.57,8.1,7,6.98,7.01,7.12,6.6,7.06,6.9
2008,0301,AJO CASTILLA/MACHO (SIERRA/SELVA),,,,,,,,1.97,,,,,1.97
2008,0302,AJO CRIOLLO O NAPURI,1.38,1.35,1.15,1.13,1.54,1.36,2.19,2.4,2.08,2.14,2.08,1.85,1.72
2008,0303,AJO MORADO/BARRAN/LEGIT/OTROS,2.36,2.35,2.29,2.16,2.71,2.7,3.24,3.18,3.19,3.73,3.28,2.51,2.81
2008,0305,AJO SERRANO SEMILLA CORRIENTE/ARICOTA,,,,,,1.99,2.42,,,,,,2.21
2008,0401,ALBAHACA,2.63,2.76,2.02,2.26,2.23,3.31,3.65,2.66,3.22,2.16,2.94,3.32,2.76
2008,0502,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,1.82,1.94,1.91,2.1,2.23,3.05,3.31,3.04,3.19,2.7,2.79,2.73,2.57
2008,0601,APIO,0.75,0.82,1.13,1.63,1.5,1.74,1.66,1.18,0.9,0.82,0.97,0.7,1.15
2008,0701,ARVEJA VERDE AMERICANA/MEJORA/(CRI/SERR),2.11,2.79,2.43,1.7,1.72,2.13,1.72,1.35,1.79,2.13,2.15,2.09,2.01
2008,0702,ARVEJA VERDE AZUL (CRIOLLA/SERRANA),2.03,2.32,2.08,1.38,,1.63,1.54,1.28,1.7,1.86,1.91,1.85,1.78
2008,0703,ARVEJA VERDE BLANCA CRIOLLA,,,,,,,,1.19,1.61,1.71,1.9,,1.6
2008,0704,ARVEJA VERDE BLANCA SERRANA,1.57,2.01,1.64,1.23,1.29,1.71,1.4,1.04,1.5,1.54,1.57,1.62,1.51
2008,0801,BERENJENA (CRIOLLA/SERRANA),2.16,2.6,1.97,2.3,2.27,2.29,4,4.95,4.18,3.4,2.49,2.68,2.94
2008,0901,BETERRAGA (CRIOLLA/SERRANA),0.89,1.53,1.74,2.18,2.02,2.02,2.17,1.25,1.03,0.86,0.63,0.82,1.43
2008,1001,CAIGUA (CRIOLLA/SERRANA),1.51,2.41,,,,,,1.17,,,,,1.7
2008,1002,CAIGUA (SELVA),0.86,1.55,1.6,1.64,1.45,1.37,1.41,1.11,1.43,1.11,1.55,1.53,1.38
2008,1101,CALABAZA (CRIOLLA/SERRANA),,,0.59,,,,,,,,,,0.59
2008,1201,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.77,0.67,0.6,0.57,0.77,0.85,1.02,1.07,1.04,0.86,0.69,0.54,0.79
2008,1203,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,0.84,0.69,0.75,0.75,0.74,0.74,0.96,1.06,0.85,0.68,0.57,0.58,0.77
2008,1401,CEBOLLA CABEZA BLANCA NACIONAL,0.36,0.35,0.56,0.61,0.8,1.9,1.57,1.16,,,1.55,1.51,1.04
2008,1402,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,0.43,0.54,0.71,0.91,1.03,0.88,0.83,0.72,0.62,0.63,0.75,1.12,0.76
2008,1403,CEBOLLA CHINA (CRIOLLA/SERRANA),4.65,5.6,2.97,3.5,3.73,3.34,3.79,3.35,3.65,4.36,3.65,3.71,3.86
2008,1502,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.33,0.33,0.54,0.87,0.81,0.53,0.56,0.62,0.81,0.62,0.58,0.51,0.59
2008,1503,COL CRESPA,0.49,0.56,0.61,0.74,0.8,0.7,0.66,0.64,0.73,0.64,0.6,0.52,0.64
2008,1601,COLIFLOR (CRIOLLA/SERRANA),0.53,0.69,0.71,0.65,0.61,0.6,0.61,0.62,0.69,0.73,0.69,0.95,0.67
2008,1701,CULANTRO (CRIOLLO/SERRANO),1.36,1.85,1.55,1.01,1.03,1.24,1.57,0.95,0.99,0.88,1.1,1.01,1.21
2008,1801,CHOCLO SERRANO SEMILLA CORRIENTE,1.09,1.21,1.34,1.41,1.42,1.16,1.26,1.32,1.34,,,,1.28
2008,1802,CHOCLO PARDO,1.07,,,,,1.4,1.49,1.31,1.44,1.37,1.44,1.91,1.43
2008,1804,CHOCLO SERRANO TIPO CUZCO,1.35,1.42,1.52,1.55,1.75,1.84,2,2.03,2.05,1.89,1.92,2.5,1.82
2008,2001,ESPARRAGO/VERDE/BLANCO,3.41,3.68,3.63,3.53,3.62,3.58,3.72,3.64,3.82,3.59,3.6,3.61,3.62
2008,2101,ESPINACA (CRIOLLA/SERRANA),1.94,1.95,2.28,2.22,1.7,1.71,1.85,1.23,1.49,1.29,1.74,1.92,1.78
2008,2201,FREJOL VERDE CANARIO,1.7,2.52,2.62,2.6,1.9,2.48,2.76,2.19,2.57,2.82,2.49,1.93,2.38
2008,2202,FREJOL VERDE CASTILLA,,0.96,0.88,0.78,0.83,1.1,,,,,,,0.91
2008,2206,FREJOL SECO CABALLERO/BURRO,,4.25,,,,,,,,,,,4.25
2008,2207,FREJOL SECO CANARIO(CAMA/CHIN/HUAR/SERR),4.25,4.26,4.35,4.54,4.61,5.27,5.3,5.57,4.97,5.34,5.13,5.72,4.94
2008,2404,HABA VERDE CRIOLLA/SRTA/GERG/PACAE/AMAR,,,,,,,,0.7,0.67,0.55,,,0.64
2008,2405,HABA VERDE SERRANA,0.82,1.07,1.17,0.72,0.74,0.97,0.99,0.96,1.07,0.94,0.99,1.14,0.97
2008,2501,HIERBA BUENA (CRIOLLA/SERRANA),1.23,1.26,1.34,2.08,1.53,1.46,1.56,1.19,1.51,1.47,1.25,1.22,1.43
2008,2601,JOLANTAU/ORGANICA,5.42,12.43,11.14,10.08,5.01,4.4,5.15,5.63,4.97,4.07,4.4,5.94,6.55
2008,2602,COL CHINA/LONGAPA,1.81,2.28,1.73,1.61,1.98,1.56,1.71,1.92,1.93,2.05,3.61,4.33,2.21
2008,2603,PACCHOY,3.01,3.57,3.4,4.61,4.55,2.71,3.76,4.56,4.9,3.04,3.26,3.12,3.71
2008,2615,KION (COSTA/SELVA),1.98,2.03,2.14,2.09,2.25,2.25,2.44,3.04,2.59,2.74,3.2,2.72,2.46
2008,2617,FREJOLITO CHINO,1.69,1.75,2.29,2.34,2.25,2.27,2.35,2.97,3.63,3.37,2.71,3.07,2.56
2008,2618,BROCOLI,1.96,2.18,2.21,2.23,1.85,1.39,1.29,1.8,1.89,1.35,1.83,1.23,1.77
2008,2622,CALABAZA CHINA,0.92,,,,,,,,,,,,0.92
2008,2701,HUACATAY (CRIOLLO/SERRANO),1.47,1.49,1.29,1.56,2.11,1.96,1.62,1.3,2.88,1.74,1.85,1.43,1.73
2008,2801,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.03,1.64,1.51,1.52,1.7,1.51,1.71,1.33,1.18,1.03,0.96,1.16,1.36
2008,2802,LECHUGA CRIOLLA SEDA,1.67,,,,,2.35,2.56,2.47,2.41,1.73,1.7,2.12,2.13
2008,2803,LECHUGA SERRANA SEDA,1.93,2.26,2.04,1.75,1.82,1.74,,,,,,,1.92
2008,2804,ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA,0.69,1.14,1.11,1.02,1.26,1.25,1.25,0.97,0.88,0.82,0.78,0.85,1
2008,2906,LENTEJA-VERDE/CORRIENTE,1.03,,,,1.19,1.03,1.28,1.14,1.09,1.22,1.05,1.19,1.14
2008,2907,LENTEJA-VERDE BOCONA/SARANDAJA,0.97,,,,,1.27,1.27,1.13,1.09,1.22,1.05,1.16,1.15
2008,3001,LIMON CITRICO CAJON,0.76,1,0.81,0.77,0.79,0.96,1.53,2.37,3.22,2.14,1.03,0.85,1.35
2008,3002,LIMON CITRICO BOLSA,0.66,0.84,0.69,0.66,0.71,0.82,1.49,2.33,3.31,2.17,0.83,0.65,1.26
2008,3111,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.11,1.14,1.34,1.7,1.83,1.58,1.63,1.7,1.69,1.65,1.65,1.96,1.58
2008,3117,MARLO/CORONTA DE MAIZ MORADO,5.44,6.46,5.98,5.72,6.1,5.4,5.35,5.39,5.3,5.16,5.67,5.52,5.62
2008,3301,NABO (CRIOLLO/SERRANO),0.74,0.98,1.28,1,0.97,1.31,1.58,1.26,1.53,1.01,0.81,0.84,1.11
2008,3501,OLLUCO LARGO (SIN LAVAR/LAVADO),1.59,1.65,1.51,1.04,0.94,1.04,1.36,1.42,1.81,2.09,2.26,1.79,1.54
2008,3502,OLLUCO REDONDO (SIN LAVAR/LAVADO),1.46,1.47,1.36,0.96,0.89,1.05,1.34,1.32,1.73,1.92,2.24,1.66,1.45
2008,3601,OCA/AMARILLO/ROJO,,,0.73,,0.54,0.54,0.58,0.63,,,,,0.6
2008,3702,PALLAR VERDE SERRUCHO/CACHITO,1.59,2.24,2.08,2.4,2.2,2.27,2.08,1.46,1.45,2.51,2.06,1.47,1.98
2008,3801,PAPA AMARILLA/TUBAY/TORNILLO/OTR,1.24,1.35,1.14,0.82,0.85,0.85,0.87,1.01,1.3,1.43,1.49,1.42,1.15
2008,3802,PAPA BLANCA/VALLE/OTROS,0.51,0.64,0.58,0.54,0.6,0.7,0.77,0.79,0.94,1.06,0.97,1.05,0.76
2008,3803,PAPA COLOR/VALLE/OTROS,0.52,0.63,0.58,0.55,0.62,0.73,0.81,0.78,0.85,1.02,0.91,1.04,0.75
2008,3804,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.05,1,1.03,0.76,0.79,0.82,0.91,0.94,1.09,1.3,1.4,1.39,1.04
2008,3806,PAPA HUAMANTANGA,1.03,1.06,1.08,0.81,0.75,0.82,0.91,0.98,1.26,1.36,1.41,1.34,1.07
2008,3807,PAPA NEGRA ANDINA,0.6,0.62,0.62,0.58,0.62,0.74,0.82,0.75,0.97,1.18,1.24,1.22,0.83
2008,3809,PAPA PERUANITA (INJERTO),1.19,1.36,1.23,0.83,0.76,0.81,0.89,0.93,1.19,1.47,1.56,1.47,1.14
2008,3810,PAPA PERRICHOLI,0.47,0.71,0.58,0.51,0.61,0.72,0.78,0.78,0.84,0.96,0.87,0.99,0.74
2008,3811,PAPA YUNGAY,0.55,0.58,0.58,0.58,0.58,0.67,0.75,0.78,0.95,1.07,1.05,1.1,0.77
2008,3813,PAPA UNICA,0.5,0.61,0.56,0.5,0.59,0.72,0.78,0.76,0.81,0.97,0.87,1.03,0.73
2008,3814,PAPA LENGUA,,,,,,0.58,,,,,,,0.58
2008,3817,PAPA CANCHAN,0.54,0.65,0.6,0.6,0.65,0.72,0.82,0.79,0.85,1.03,0.92,1.04,0.77
2008,4001,PEPINILLO,0.55,0.57,0.58,0.65,0.87,0.78,1,0.9,0.79,0.92,0.75,0.81,0.76
2008,4101,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.06,1.4,1.32,1.55,1.36,1.34,1.37,1.18,1.92,1.3,1.33,1.09,1.35
2008,4201,PIMIENTO MORRON/INJERTO/RANGER,0.75,0.79,0.96,1.05,1.92,2.16,1.84,1.79,2.2,2.76,1.16,1.11,1.54
2008,4202,PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT,,,,,,,,1.59,,,,,1.59
2008,4301,PORO (CRIOLLO/SERRANO),0.63,0.69,0.76,0.9,0.97,0.94,1.01,1.36,1.64,1.03,0.84,0.72,0.96
2008,4501,RABANITO (CRIOLLO/SERRANO),1.81,2.49,2.03,2.76,1.81,2.08,2.27,1.7,1.59,1.58,1.93,1.92,2
2008,4802,TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN),0.93,1.14,2,2.08,1.87,2.06,1.93,1.49,1.38,1.23,1.17,1.21,1.54
2008,4805,TOMATE ORGANICO,,,,2.2,,1.53,1.54,,,,,,1.76
2008,5001,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,1.2,1.6,2.15,2.34,1.31,1.79,1.53,1.78,2.08,2.36,1.36,0.77,1.69
2008,5201,YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL),1.53,1.5,1.67,1.47,1.24,1.11,1.04,0.96,0.97,1,0.96,1.02,1.21
2008,5202,YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV),1.32,1.31,1.38,1.29,1.15,,,,,,,,1.29
2008,5301,ZANAHORIA (CRIOLLA-SERRANA),0.41,0.51,0.54,0.67,0.72,0.6,0.67,0.61,0.65,0.53,0.51,0.5,0.58
2008,5401,ZAPALLO ITALIANO,0.43,0.61,0.61,0.98,0.99,1.3,1.15,0.83,0.84,0.6,0.51,0.48,0.78
2008,5402,ZAPALLO LOCHE,,,,2.42,2.39,2.41,2.42,,1.97,,,2.47,2.35
2008,5403,ZAPALLO MACRE(COSTA/SIERRA/SELVA),0.51,0.61,0.74,1.16,1.29,1.12,1.32,1.07,0.88,0.8,0.63,0.71,0.9
2008,5501,MASHUA,,,,,,0.47,0.48,0.43,,,,,0.46
2008,7203,MANGO CRIOLLO PLANTA(COSTA),,,,,,,,,,,,0.59,0.59
2008,7215,MANGO EDWARD PLANTA,0.89,,,,,,,,,,1.24,1.01,1.05
2008,7305,MAZANA CORRIENTE PARA AGUA,0.94,0.84,0.91,0.95,1.24,1.37,1.67,1.39,1.29,1.53,1.2,1.09,1.2
2008,7401,MARACUYA COSTA,0.93,0.89,0.95,0.94,0.99,0.89,0.96,1.08,1.25,2.49,1.63,1.18,1.18
2009,0101,ACELGA,1.24,1.28,1.49,1.61,1.72,2.47,2.18,2.02,1.45,1.07,1.1,1.57,1.6
2009,0201,AJI AMARILLO SECO,6.02,5.02,5.42,4.93,4.16,4.08,4.24,3.59,3.79,4.16,4.47,5.31,4.6
2009,0202,AJI ESCABECHE FRESCO/ZANAHOR/LISO,1.37,1.41,1.51,1.72,1.43,1,0.74,1.04,1.4,1.89,3.48,3,1.67
2009,0206,AJI MONTAÑA/CHANCHAMAYO(COSTA/SELVA),2.92,4.04,4.03,3.38,2.27,2.04,1.6,1.67,1.31,1.19,0.92,1.52,2.24
2009,0208,AJI SECO PANCA,8.85,8.07,6.62,4.98,4.51,3.89,4.57,3.99,3.98,4.45,4.72,5.34,5.33
2009,0209,AJI ROCOTO (COSTA/SIERRA/SELVA),1.6,1.62,2.31,3.91,5.03,3.14,2.56,1.5,1.37,2.48,1.69,1.11,2.36
2009,0211,PAPRIKA,7.17,6.78,6.89,7.13,6.67,5.81,5.45,4.55,4.88,5.3,4.97,5.58,5.93
2009,0302,AJO CRIOLLO O NAPURI,2.59,2.8,3.76,4.18,4.78,5.23,4.86,5.88,5.41,4.85,4.11,4.49,4.41
2009,0303,AJO MORADO/BARRAN/LEGIT/OTROS,3.25,3.69,4.81,5.77,5.93,6.41,6.44,6.21,6.22,6.28,5.17,5.46,5.47
2009,0304,AJO IMPORTADO,,,,3.3,4.42,4.9,5.68,6.77,6.87,6.27,,,5.46
2009,0401,ALBAHACA,2.48,2.57,2.41,2.1,2.19,2.44,2.44,2.3,2.7,2.32,2.1,3.86,2.49
2009,0502,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,2.23,2.11,2.2,2.44,2.33,2.58,2.56,3.13,3.01,2.82,3.07,2.67,2.6
2009,0601,APIO,0.62,1.19,1.47,1.24,1.3,1.44,1.42,0.79,0.58,0.71,0.81,1.28,1.07
2009,0701,ARVEJA VERDE AMERICANA/MEJORA/(CRI/SERR),2.07,2.19,2.36,2.38,2.08,1.46,1.54,1.92,1.64,1.63,2.2,2.52,2
2009,0702,ARVEJA VERDE AZUL (CRIOLLA/SERRANA),,,,,,,,1.64,1.48,1.56,1.98,,1.67
2009,0704,ARVEJA VERDE BLANCA SERRANA,1.59,1.62,1.57,1.67,1.36,1.17,1.32,1.58,1.37,1.38,1.83,2.03,1.54
2009,0801,BERENJENA (CRIOLLA/SERRANA),2.42,2.82,2.75,2.32,2.12,2.8,3.05,3.41,3.59,2.84,3.01,2.43,2.8
2009,0901,BETERRAGA (CRIOLLA/SERRANA),1.07,1.06,1.14,1.26,1.11,1.46,2.08,1.44,1.09,0.85,0.83,0.97,1.2
2009,1001,CAIGUA (CRIOLLA/SERRANA),,,,,,,,,,,,1.66,1.66
2009,1002,CAIGUA (SELVA),2.17,1.65,1.75,1.36,1.22,1.34,1.3,1.25,1.07,1.15,1.19,1.26,1.39
2009,1201,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.52,0.43,0.45,0.47,0.51,0.62,0.8,0.96,0.96,0.74,0.75,0.77,0.67
2009,1203,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,0.57,0.47,0.45,0.49,0.54,0.54,0.58,0.67,0.67,0.66,0.74,0.68,0.59
2009,1401,CEBOLLA CABEZA BLANCA NACIONAL,1.76,,,,1.68,1.67,,1.63,0.91,0.6,0.49,0.45,1.15
2009,1402,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.37,1.32,1.71,1.49,1.18,1.18,1.5,1.87,1.88,1.29,0.77,0.52,1.34
2009,1403,CEBOLLA CHINA (CRIOLLA/SERRANA),4.17,3.87,3.63,2.99,2.73,3.67,3.54,3.73,3.27,2.77,2.87,3.62,3.41
2009,1502,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.41,0.48,0.58,0.62,0.61,0.56,0.41,0.39,0.44,0.39,0.46,0.71,0.51
2009,1503,COL CRESPA,0.41,0.55,0.65,0.81,0.74,0.75,0.58,0.61,0.55,0.53,0.56,0.73,0.62
2009,1601,COLIFLOR (CRIOLLA/SERRANA),1.05,0.9,0.79,0.71,0.6,0.61,0.51,0.63,0.5,0.49,0.55,0.85,0.68
2009,1701,CULANTRO (CRIOLLO/SERRANO),1.41,2.05,1.41,0.98,1.14,1.94,1.25,0.87,0.89,1.17,0.93,1.61,1.3
2009,1801,CHOCLO SERRANO SEMILLA CORRIENTE,1.33,1.27,1.03,0.94,1.09,1.16,1.35,1.59,1.46,1.68,1.29,1.19,1.28
2009,1802,CHOCLO PARDO,1.5,,,,,1.36,1.54,1.77,1.61,1.55,1.69,1.34,1.55
